text,label
entering grocery store city lockdown coronavirus,POSITIVE
iâ’m saying itâ’s fault....but yâ’all ask roaring back came back full swing pandemic stock market crash food supply shortages people losing jobs bars closing sayin coronavirus,NEGATIVE
charity organizations particularly food shelves amp pantries struggling keep increased demand services amp fewer volunteers places donate across mn inc visit learn,POSITIVE
meat left grocery store guess iâ’m gonna get creative coronavirus,POSITIVE
within hour people given thousand dollars say thanks people working hard local,POSITIVE
please send tissue wipes keep coming contact thousands people looking coronavirus also grocery store safe zone like base,POSITIVE
thank still working police fire emt grocery store workers gas station employees truck drivers doctors nurses appreciate coronavirus,POSITIVE
volunteer falls ill drinking cow urine bjp leader arrested hosting cow urine party coronavirus,NEGATIVE
update considers key high level competition law state aid consumer protection law considerations associated pandemic help guide unprecedented times,POSITIVE
hoarding food essentials encourage black market make things even worse city small bottles sanitizers unknown brands selling insane prices thanks fools trying overstock panic buying,NEGATIVE
easy charge-back payment processor going argue consumer cancellation hope client pay deposit cash,POSITIVE
need panic chinese concluded cases hence data reliable us people stockpiling guns survive civil war broken short supplies food&amp;basics probability shows,NEGATIVE
hi jeff wells fargo committed helping customers experiencing hardships someone know needs support trained specialists available discuss consumer lending small business deposit products,POSITIVE
wells fargo committed helping customers experiencing hardships need assistance customers call speak trained specialist options available consumer lending small,POSITIVE
wells fargo committed helping customers experiencing hardships need assistance customers call speak trained specialist options available consumer lending small busi,POSITIVE
government plans reduce prices energy gas water utilities obviously increase staying home specially families advised self,POSITIVE
stress astronomical husbandâ’s job shut job well daughter home hit grocery store canâ’t even enjoy one another clear heads bc fear shortly coronavirus go away pls life already hard enuf,NEGATIVE
course german compound word panic shoppingâ—hamsterkã¤ufeâ—or shopping like hamster stuffs cheeks food hyphenated compound word anxiety around corona-angst,NEGATIVE
following drop crude oil prices expected open market price imported petrol gone official pump price per litre priceofoil coronavirusupdate stayathomechallenge coronaviruschallenge coronavirus,NEGATIVE
pro tip people ignorant plain racist asian supermarkets filled tons supplies get rice anywhere shelves stocked high local asian supermarket plus got ramune soda also positive,POSITIVE
looking donate charities aiding fight coronavirus lose money personal information process vigilant donating avoid charity fraud information tips avoid fraud moleg,NEGATIVE
grocery shopping like foraging hubby went store eggs cheese came back bag frozen blueberries ground beef that's coronavirus,POSITIVE
impacts virus putting downward pressure agricultural commodity prices since start analysis,NEGATIVE
donâ’t supply issue woolies online shopping order cancelled due â‘significant item shortagesâ’ iâ’d hate isolation trying feed family coronavirus,NEGATIVE
"when/if shortage food gets worse going looking panic buyers disgust,but obese people.they consume fsr much normsl times far worse i'm sure they've raided stores stock keep current pace",NEGATIVE
tell whole self-quarantine thing going cost lot money online shopping hey got good deals rn,POSITIVE
massive injection liquidity coupled likely long lasting damage consumer confidence anyone say coronavirus,POSITIVE
coronavirus spread comes emphasis food source demand clean product texas ceo meeting suppliers needs innovative technologies,POSITIVE
vta urged patience transport operators work overtime respond record consumer demand prompted salute tremendous efforts transport supermarket workers challenging times,POSITIVE
first world coronavirus issues grocery store oj pulp left shelves horror quarantinelife,NEGATIVE
food banks bracing shortages higher demand pandemic,NEGATIVE
online food orders checklist place order advance order need create menu days ahead avoid panic buy share order neighbour order one go edit really must enough everyone bon apetit,NEGATIVE
helpful engineering developing simple open-source products designs fight include hardware devices suitable consumer production mass manufacturing check details,POSITIVE
staff intreo offices working provide social welfare services parking lot george quay office keep mind along emergency services grocery store workers offering thanks,POSITIVE
saw amazon hire additional distribution center workers big box grocery store employees also hired keep demand aw thanks coronavirus,POSITIVE
grocery store employees ask toilet paper,POSITIVE
covid pushing us fourth industrial revolution force flexible working online shopping online festival less human contact automation,POSITIVE
bbb seen increase complaints consumers price gouging critical items bottled water hand sanitizer face masks food supplies bbbdelivers coronavirus,POSITIVE
price gouging past week communities across north america react coronavirus bbbdelivers,POSITIVE
ftc warns scams relating government u.s government sends checks help ftc warns fall related ftc's warnings,NEGATIVE
scammers taking advantage fears surrounding coronavirus tips help keep scammers bay,POSITIVE
reports government may soon sending money check direct deposit us details still worked sharing really important things know avoid,POSITIVE
teleworking coronavirus outbreak youâ’re getting work-at-home systems set tips protecting devices personal,POSITIVE
michigan attorney general dana nessel today extended hours operation consumer protection intake team number price-gouging aghotline coronavirus,NEGATIVE
reports hint government may mail checks support income lost due coronavirus tips spot scammers using rumors cover give ss number/bank info phone never pay fees/taxes advance loan/grant,POSITIVE
miss wisewednesday live youtube workfromhome still coronavirus tips help wise consumer troubled times info visit updates trusted sources,POSITIVE
morning onâ 's breakfast club expert help answer consumer rights questions coronavirus outbreak french might able touch,POSITIVE
